person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,0,3,0.015723575603599504,0,0,0.49565217391304345,3,10.59,0.15,3.0,566,1,0
25,1,1,0.00814484997843667,2,3,0.07246376811594203,5,8.81,0.05,5.0,661,1,0
27,1,4,0.005652484732577148,1,3,0.263768115942029,5,14.16,0.2,5.0,584,1,0
30,1,3,0.008028900147731763,9,0,0.13043478260869565,3,7.71,0.08,7.0,502,1,0
29,0,1,0.006056779825730464,6,3,0.02028985507246377,0,7.53,0.02,8.0,605,0,0
23,0,1,0.0030648849135367397,0,3,0.14663768115942027,5,12.01,0.19,4.0,660,1,0
22,1,1,0.00789348631666872,0,3,0.17417391304347823,1,13.68,0.1,4.0,643,1,0
28,0,1,0.011524634612053278,6,3,0.15942028985507245,3,7.36,0.07,5.0,625,0,0
28,0,1,0.00320085485889573,3,3,0.13043478260869565,1,7.51,0.16,8.0,715,0,0
22,1,0,0.00770996859900628,1,0,0.5072463768115942,1,10.36,0.28,4.0,619,0,0
26,0,0,0.0064993077767301205,1,0,0.42313043478260864,1,13.42,0.28,6.0,526,1,0
26,0,1,0.006713133723521661,3,3,0.3333333333333333,3,14.29,0.21,5.0,646,1,0
25,0,0,0.007032482357969105,0,3,0.18840579710144925,3,7.51,0.12,3.0,676,1,0
23,1,1,0.005000162663431565,2,0,0.14492753623188404,2,14.29,0.13,3.0,672,1,0
26,0,3,0.0148656302735276,3,3,0.15855072463768113,3,10.99,0.05,3.0,652,0,0
35,1,4,0.010676560310734424,17,3,0.2753623188405797,2,14.62,0.12,8.0,734,0,0
31,0,3,0.011496411811533979,8,3,0.17391304347826086,0,10.46,0.07,10.0,553,1,0
25,1,4,0.009166709997238892,4,3,0.3333333333333333,5,11.23,0.16,4.0,674,0,0
25,1,0,0.014021309743706386,6,0,0.2753623188405797,4,7.49,0.09,3.0,674,1,0
22,1,1,0.007984967118351968,0,0,0.15942028985507245,5,8.62,0.09,3.0,580,1,0
34,1,0,0.00784301894431155,11,3,0.0896231884057971,0,9.26,0.06,7.0,679,0,0
29,1,4,0.032512666198233064,7,0,0.5170434782608696,1,11.83,0.08,9.0,713,0,0
31,1,0,0.024331807819133834,5,0,0.42028985507246375,4,8.64,0.08,8.0,628,0,0
29,1,4,0.008911175478251343,9,3,0.15942028985507245,2,9.07,0.08,9.0,588,1,0
24,0,3,0.019040519321774127,5,0,0.056927536231884054,1,11.53,0.02,3.0,552,1,0
26,1,1,0.008052117919587543,1,3,0.023652173913043476,0,6.3,0.02,6.0,622,0,0
25,0,0,0.012824134693106937,3,3,0.24489855072463768,1,10.05,0.09,6.0,608,1,0
23,1,1,0.00952679400386444,0,3,0.26350724637681155,1,10.76,0.13,5.0,571,1,0
36,1,1,0.01303948995421233,11,0,0.014492753623188404,1,7.55,0.01,16.0,646,0,0
26,0,0,0.011509202440340755,2,0,0.1072463768115942,0,8.68,0.05,7.0,675,0,0
24,1,1,0.012689555033487813,0,0,0.19005797101449273,1,13.95,0.07,4.0,585,1,0
22,0,3,0.00652544514863962,0,3,0.15942028985507245,1,10.11,0.11,4.0,669,0,0
27,1,0,0.0046381322567702055,2,3,0.07997101449275362,3,14.13,0.08,5.0,628,0,0
24,1,1,0.016624897848755264,1,0,0.7101449275362319,1,7.12,0.2,5.0,599,0,0
29,0,1,0.005277941754256986,4,3,0.032985507246376805,0,8.16,0.04,7.0,718,1,0
24,0,1,0.000997669046928539,1,3,0.028985507246376812,5,7.25,0.1,3.0,606,1,0
28,0,3,0.007728598427920497,7,0,0.20289855072463767,3,9.43,0.12,6.0,587,1,0
25,0,0,0.00610112994083222,2,0,0.21739130434782605,4,11.01,0.15,4.0,608,1,0
26,0,0,0.012690806290653694,2,0,0.5652173913043479,1,7.93,0.2,5.0,605,1,0
24,0,1,0.0050404809498877075,2,3,0.18840579710144925,1,7.25,0.16,4.0,546,1,0
41,1,3,0.005612722560416953,16,3,0.21739130434782605,1,9.26,0.17,15.0,700,1,0
27,1,1,0.015698967546003858,6,0,0.4492753623188405,5,6.54,0.13,5.0,568,1,0
28,0,3,0.005715047590871162,1,3,0.07246376811594203,4,7.33,0.06,10.0,632,1,0
24,0,3,0.02575365304529579,0,3,0.5652173913043479,4,14.61,0.1,3.0,583,0,0
29,1,4,0.015695491831654192,8,3,0.13043478260869565,3,12.05,0.04,8.0,729,0,0
25,1,1,0.00901155410866974,3,3,0.263768115942029,0,10.88,0.13,3.0,681,1,0
29,1,1,0.013744503852898871,3,3,0.24637681159420288,5,7.01,0.08,10.0,683,0,0
36,0,0,0.005710737705077574,14,3,0.05797101449275363,5,5.62,0.05,11.0,662,0,0
33,1,0,0.0020388540375149145,11,3,0.05507246376811595,3,13.49,0.11,10.0,684,0,0
24,0,3,0.007694814484441729,2,3,0.10144927536231883,0,12.26,0.06,4.0,641,1,0
24,0,0,0.005037144264112026,1,3,0.02782608695652174,4,15.07,0.03,2.0,596,1,0
26,1,0,0.008032514890655417,3,0,0.08773913043478261,4,8.96,0.05,3.0,663,1,0
29,0,4,0.011543403469541483,3,0,0.3452173913043478,5,9.48,0.14,5.0,594,1,0
24,1,0,0.017048239856544755,1,0,0.1082608695652174,5,11.29,0.03,4.0,546,0,0
25,1,0,0.011090865461214782,2,0,0.17814492753623187,4,12.14,0.08,3.0,658,1,0
37,1,2,0.01821316027797929,16,3,0.07142028985507247,2,12.73,0.02,9.0,652,1,0
24,1,3,0.011130627633374978,2,0,0.5362318840579711,4,10.85,0.22,4.0,619,1,0
27,1,4,0.016318339843114597,2,0,0.5206666666666667,5,11.0,0.15,8.0,600,1,0
24,0,1,0.020337377859922037,0,0,0.3333333333333333,5,8.44,0.08,4.0,666,1,0
26,1,4,0.00801972426184864,3,0,0.2753623188405797,1,8.6,0.15,4.0,686,0,0
23,0,3,0.01760463220963952,4,0,0.13055072463768114,4,11.59,0.04,5.0,641,0,0
35,1,4,0.007267579676580609,11,3,0.3333333333333333,0,12.82,0.2,11.0,680,1,0
24,1,3,0.0063855824032090025,5,3,0.2753623188405797,3,12.57,0.19,4.0,645,0,0
23,1,1,0.005657350732666683,0,3,0.23092753623188403,3,7.56,0.17,4.0,641,1,0
23,1,3,0.008681222216877347,2,3,0.2753623188405797,0,11.25,0.14,3.0,613,0,0
25,0,3,0.004559581112467722,2,3,0.2753623188405797,5,10.31,0.25,4.0,658,0,0
49,0,0,0.01046329047823883,21,3,0.20327536231884055,4,10.42,0.09,15.0,682,0,0
30,1,3,0.016068783552808476,6,3,0.42028985507246375,2,15.58,0.12,8.0,665,1,0
24,1,0,0.008740587417969667,3,3,0.36089855072463767,5,11.01,0.18,4.0,700,1,0
27,1,3,0.003191957030160581,1,3,0.15942028985507245,1,7.97,0.19,3.0,548,1,0
24,1,3,0.00920522091223321,3,3,0.15942028985507245,1,11.01,0.08,4.0,576,1,0
33,0,1,0.0025331006180376228,8,2,0.21026086956521736,1,11.86,0.3,6.0,680,1,0
23,0,4,0.004388019852168137,4,3,0.05588405797101449,2,12.2,0.06,4.0,643,0,0
24,1,1,0.014547254839098063,2,3,0.7101449275362319,5,11.66,0.22,4.0,529,1,0
31,0,1,0.014074418658969304,7,0,0.5072463768115942,2,11.01,0.16,8.0,679,1,0
66,1,1,0.006035508453910499,45,3,0.1732173913043478,3,10.05,0.13,24.0,733,0,0
24,1,3,0.00948425126022451,5,0,0.15942028985507245,5,7.35,0.08,2.0,595,0,0
25,1,0,0.01566017857386157,1,0,0.2753623188405797,5,6.26,0.08,3.0,562,0,0
23,0,0,0.007432189508180859,2,3,0.18379710144927536,5,6.73,0.11,4.0,631,1,0
25,1,3,0.005444637014467036,3,3,0.10144927536231883,1,7.85,0.08,4.0,551,1,0
26,0,1,0.05455244894662221,2,0,0.06973913043478261,5,11.55,0.01,5.0,614,1,0
30,1,1,0.0067320416095838515,3,3,0.3094492753623188,2,13.43,0.2,6.0,603,1,0
32,1,0,0.0037703158979452414,10,2,0.3262898550724637,5,13.57,0.33,9.0,619,1,0
23,1,1,0.0025685529044042303,0,3,0.07246376811594203,2,12.23,0.11,3.0,640,1,0
36,1,1,0.005910521765896458,11,3,0.16794202898550722,0,10.08,0.12,16.0,638,1,0
23,0,3,0.0057518901629776365,0,0,0.40289855072463765,4,13.22,0.29,3.0,650,0,0
32,1,1,0.010202611902013775,10,3,0.07246376811594203,2,10.67,0.04,10.0,670,0,0
24,1,0,0.013015159953764658,0,0,0.2753623188405797,0,8.57,0.1,4.0,655,1,0
27,0,3,0.0029828580548845888,4,3,0.13663768115942027,5,10.04,0.18,5.0,624,1,0
29,1,4,0.015657119945233864,6,3,0.5072463768115942,5,13.74,0.15,6.0,671,1,0
23,0,3,0.01027476773191287,0,3,0.13043478260869565,0,8.28,0.06,4.0,581,1,0
26,0,1,0.011536591069416133,1,2,0.8474782608695652,5,12.26,0.33,4.0,630,1,0
23,0,3,0.005352183012765882,0,3,0.21739130434782605,2,10.18,0.17,3.0,564,1,0
23,1,1,0.007354750592470269,0,0,0.28985507246376807,3,13.4,0.17,3.0,507,1,0
31,1,4,0.048029228255166374,6,0,0.3199710144927536,5,9.06,0.03,6.0,576,0,0
28,0,4,0.008220898608407393,1,3,0.10144927536231883,1,7.32,0.06,10.0,658,1,0
23,0,0,0.013990167343133367,0,0,0.47826086956521735,5,10.44,0.16,4.0,696,1,0
31,1,0,0.016403425330394454,7,0,0.3913043478260869,2,8.09,0.11,7.0,629,1,0
24,0,0,0.00899473165121735,0,0,0.02028985507246377,0,11.52,0.02,3.0,674,1,0
23,1,0,0.003998044702135451,0,0,0.21739130434782605,2,5.78,0.22,4.0,576,1,0
25,1,4,0.012388836227954588,0,3,0.2753623188405797,2,8.1,0.1,3.0,601,1,0
28,1,3,0.003164846458233175,6,3,0.13043478260869565,1,10.97,0.16,9.0,682,1,0
35,1,1,0.014212752090086067,13,3,0.2158550724637681,3,9.71,0.07,9.0,657,1,0
35,0,0,0.0029866118263822293,10,0,0.10144927536231883,5,14.4,0.14,13.0,607,1,0
39,1,2,0.004047955960196675,16,3,0.14492753623188404,1,12.6,0.15,12.0,736,1,0
33,0,4,0.02570471498725247,13,0,0.2753623188405797,2,12.35,0.05,12.0,656,1,0
23,1,0,0.00927751577070629,0,0,0.19344927536231882,4,10.99,0.1,4.0,629,1,0
28,0,3,0.006518493719940285,5,0,0.15942028985507245,5,8.5,0.11,7.0,678,1,0
28,1,4,0.010709371054195286,8,0,0.21739130434782605,4,9.06,0.09,9.0,626,1,0
23,1,4,0.004860021860852974,0,3,0.14443478260869563,4,6.7,0.13,3.0,622,0,0
23,0,1,0.005962796509715457,2,3,0.1987246376811594,1,12.0,0.14,3.0,593,1,0
23,0,4,0.009025735023216382,1,3,0.24637681159420288,5,9.6,0.12,4.0,591,1,0
26,1,1,0.007112840873733416,3,3,0.18840579710144925,3,7.96,0.12,3.0,625,1,0
26,1,1,0.010722856825871995,1,0,0.3333333333333333,2,11.29,0.14,4.0,655,1,0
26,1,0,0.016539256247179456,3,0,0.3333333333333333,0,11.59,0.09,2.0,629,0,0
31,0,3,0.03071002170792154,9,0,0.42028985507246375,1,9.05,0.07,8.0,602,1,0
35,0,1,0.009890353724839653,10,3,0.13043478260869565,5,7.32,0.06,9.0,596,1,0
24,1,3,0.014535715467457166,1,3,0.26956521739130435,2,11.58,0.09,4.0,557,1,0
26,0,3,0.028602765612005174,2,0,0.6817971014492754,2,11.09,0.11,5.0,673,1,0
24,0,3,0.0067202241807949835,0,2,0.2753623188405797,1,6.69,0.18,4.0,579,1,0
25,1,3,0.0036960746394363456,2,3,0.05646376811594203,3,8.87,0.07,3.0,643,1,0
25,1,3,0.012396065713801896,2,3,0.4492753623188405,1,7.74,0.16,4.0,649,0,0
24,1,3,0.009020312908830902,3,3,0.24637681159420288,5,11.5,0.12,4.0,645,0,0
29,0,1,0.022365943782961938,8,0,0.42028985507246375,4,12.3,0.09,5.0,576,1,0
28,1,1,0.016748633279603423,2,0,0.2753623188405797,1,9.81,0.08,7.0,595,1,0
24,1,4,0.006838815554405636,1,3,0.24368115942028984,1,8.26,0.16,4.0,641,0,0
27,1,1,0.013654413336955492,4,3,0.3333333333333333,4,8.96,0.11,5.0,621,1,0
27,0,4,0.015013000561953498,1,3,0.6941159420289855,2,15.67,0.21,5.0,586,1,0
26,0,3,0.017406794548856446,3,0,0.7101449275362319,4,11.29,0.19,4.0,660,0,0
25,1,3,0.028225164005057302,5,0,0.2753623188405797,2,15.05,0.05,4.0,631,1,0
26,0,3,0.008174880150417795,6,3,0.3913043478260869,2,9.15,0.21,4.0,615,1,0
45,1,4,0.006825329782728927,22,0,0.20289855072463767,1,6.72,0.13,12.0,694,1,0
40,0,1,0.006231677771805728,16,3,0.2299710144927536,5,11.95,0.16,12.0,703,0,0
23,1,1,0.008556374557437293,1,3,0.028985507246376812,5,11.31,0.02,3.0,609,1,0
27,1,1,0.00903004490900997,2,0,0.08434782608695653,1,10.91,0.05,7.0,693,1,0
27,0,0,0.01782971947092398,5,0,0.6811594202898551,1,11.0,0.18,5.0,651,1,0
25,1,4,0.007871519801978822,1,3,0.10144927536231883,1,8.29,0.06,3.0,686,1,0
26,0,3,0.009019617765960967,5,3,0.3333333333333333,4,14.25,0.16,5.0,643,1,0
22,1,1,0.008021392604736482,0,0,0.368,5,9.94,0.2,4.0,641,1,0
30,1,1,0.004998772377691698,5,3,0.13043478260869565,5,9.82,0.11,7.0,541,1,0
24,0,4,0.0052192716960346,1,3,0.2753623188405797,1,9.88,0.22,3.0,646,1,0
28,0,4,0.003997071502117545,5,3,0.12979710144927534,3,10.33,0.14,9.0,662,1,0
25,0,3,0.008203798093807028,0,0,0.34782608695652173,5,11.06,0.19,2.0,682,0,0
37,1,1,0.006053721197102757,17,3,0.043478260869565216,0,14.28,0.04,15.0,638,1,0
26,1,1,0.012034591421436484,3,3,0.5072463768115942,1,13.45,0.19,4.0,708,0,0
27,0,3,0.012119259822994381,3,3,0.21739130434782605,3,10.52,0.08,5.0,565,1,0
30,0,0,0.011004528716769043,3,3,0.11417391304347825,0,6.33,0.05,8.0,629,1,0
27,0,0,0.022386102926190008,8,0,0.12628985507246376,2,8.59,0.03,5.0,612,1,0
24,1,1,0.0030256788556724916,0,2,0.21739130434782605,4,9.19,0.27,4.0,576,1,0
28,0,4,0.010546012479760915,0,0,0.617072463768116,1,8.05,0.26,6.0,676,1,0
32,0,3,0.008390374440097177,11,0,0.2736521739130435,1,6.97,0.15,6.0,627,0,0
24,1,0,0.00854803284299809,1,0,0.7101449275362319,1,9.86,0.36,3.0,611,1,0
22,0,1,0.0046577352857023295,0,0,0.3333333333333333,5,10.74,0.29,4.0,697,0,0
25,1,3,0.008389679297227243,3,3,0.21739130434782605,1,7.09,0.12,3.0,548,1,0
29,0,4,0.0170321125419623,5,0,0.13043478260869565,1,12.2,0.04,8.0,654,1,0
28,1,1,0.019043577950401833,8,0,0.10304347826086957,0,7.39,0.03,4.0,698,1,0
25,1,1,0.01320326561436866,0,0,0.13043478260869565,1,8.46,0.05,3.0,644,0,0
24,0,4,0.019873578537102417,0,0,0.7971014492753623,3,10.47,0.19,3.0,564,1,0
28,1,1,0.022378595383194727,4,0,0.15942028985507245,0,10.68,0.04,5.0,505,1,0
30,0,1,0.011499053354439726,9,0,0.3333333333333333,2,12.15,0.13,7.0,663,0,0
26,1,0,0.0070791959588286345,3,3,0.36231884057971014,2,7.67,0.22,3.0,653,1,0
32,0,4,0.011467910953866706,10,3,0.16976811594202898,4,10.9,0.07,10.0,658,1,0
24,1,3,0.0132331567577758,2,0,0.1385797101449275,1,7.52,0.05,4.0,530,0,0
24,0,3,0.0053320238695378115,2,0,0.10144927536231883,5,13.4,0.09,3.0,669,0,0
33,0,4,0.007601387282722669,8,0,0.5652173913043479,5,11.23,0.32,9.0,661,1,0
31,0,1,0.009031157137601864,9,3,0.12318840579710146,2,6.66,0.07,8.0,701,1,0
29,0,0,0.009375530915366912,2,3,0.07246376811594203,4,13.4,0.04,8.0,663,1,0
29,0,1,0.005710737705077574,10,0,0.35515942028985503,1,10.16,0.26,8.0,599,1,0
38,1,0,0.004522877568935234,17,3,0.014492753623188404,3,12.08,0.02,14.0,629,1,0
24,1,3,0.014252097176524304,3,3,0.4492753623188405,3,12.71,0.14,3.0,582,1,0
24,0,3,0.004883934775578686,2,3,0.043478260869565216,5,7.43,0.05,2.0,629,1,0
25,0,0,0.012318348740943333,3,3,0.3333333333333333,3,10.3,0.12,3.0,623,1,0
28,0,0,0.009474102174323481,2,3,0.14417391304347824,2,13.45,0.07,4.0,599,1,0
29,0,0,0.01310344309824621,7,3,0.4492753623188405,2,12.06,0.16,10.0,656,1,0
25,1,0,0.006699647951844951,0,3,0.256463768115942,5,11.0,0.17,3.0,536,1,0
23,1,0,0.012315290112315625,5,0,0.42028985507246375,1,10.88,0.16,4.0,670,0,0
24,1,4,0.004089525503818699,0,3,0.07246376811594203,3,11.71,0.08,4.0,655,1,0
24,1,0,0.0240416551852236,0,2,0.6811594202898551,5,9.66,0.13,4.0,650,1,0
30,1,1,0.009927196296946127,6,3,0.3565217391304348,1,15.2,0.16,7.0,583,1,0
35,1,1,0.005637608675160571,16,3,0.13043478260869565,3,10.97,0.1,12.0,629,1,0
26,0,1,0.009037969537727212,0,0,0.21739130434782605,0,7.57,0.11,5.0,671,0,0
28,0,1,0.007718032256297509,4,0,0.4151304347826087,2,10.78,0.23,6.0,634,0,0
25,1,4,0.0123866117707708,4,0,0.4488405797101449,1,9.92,0.16,3.0,644,1,0
35,0,1,0.012923262066359452,12,0,0.3099130434782608,1,10.51,0.11,10.0,647,1,0
35,0,1,0.008994592622643361,14,3,0.3333333333333333,4,9.42,0.17,9.0,666,0,0
30,0,0,0.006026749653749337,10,3,0.3333333333333333,4,10.85,0.23,9.0,612,1,0
32,0,1,0.003389516633795678,9,3,0.21739130434782605,5,7.51,0.25,10.0,644,1,0
33,1,0,0.02239861549784881,11,0,0.314927536231884,2,6.1,0.07,8.0,634,0,0
36,0,1,0.00769231197010997,12,3,0.21739130434782605,5,14.06,0.13,12.0,716,0,0
30,1,1,0.01691755299699726,7,3,0.07246376811594203,5,11.19,0.02,4.0,628,1,0
25,0,0,0.00695226287077878,0,0,0.26956521739130435,1,8.07,0.17,5.0,565,1,0
27,1,1,0.015731083146594788,2,0,0.3594782608695652,1,7.22,0.11,7.0,639,0,0
24,1,0,0.0056987812477147185,2,0,0.05797101449275363,3,10.88,0.05,2.0,624,0,0
43,0,0,0.007345574706587147,16,3,0.21739130434782605,2,7.54,0.13,16.0,586,1,0
42,0,4,0.00607165588314704,18,0,0.21037681159420288,4,5.99,0.15,15.0,652,1,0
26,1,3,0.007240469104653204,5,3,0.07246376811594203,4,11.59,0.05,4.0,619,1,0
23,0,0,0.008382449811379934,0,0,0.15942028985507245,0,11.78,0.09,3.0,696,0,0
24,0,3,0.008172377636086034,0,0,0.21739130434782605,4,13.33,0.12,3.0,609,0,0
24,1,0,0.009032964509063691,0,0,0.2753623188405797,1,6.03,0.14,4.0,635,0,0
23,1,3,0.0056652753613839245,0,3,0.15942028985507245,0,8.33,0.12,3.0,547,1,0
35,0,3,0.014852422558998863,12,3,0.2753623188405797,3,10.06,0.09,7.0,577,1,0
25,0,1,0.009045059995000533,2,3,0.34782608695652173,1,11.49,0.17,3.0,602,1,0
22,0,3,0.007444563051265675,1,2,0.15942028985507245,5,11.85,0.1,2.0,579,0,0
24,0,1,0.006219304228720913,1,3,0.08695652173913043,5,11.09,0.07,4.0,680,0,0
28,0,3,0.028223912747891423,6,0,0.5888695652173913,0,11.47,0.1,7.0,685,1,0
24,0,1,0.006566041492243735,0,3,0.027855072463768112,0,10.17,0.03,2.0,660,0,0
27,1,0,0.01153297632649248,2,0,0.21739130434782605,5,14.0,0.09,5.0,636,1,0
31,1,1,0.0074758444804126824,8,3,0.13043478260869565,1,12.6,0.08,7.0,543,1,0
33,0,3,0.009042835537816747,11,3,0.472463768115942,3,12.1,0.23,9.0,637,1,0
23,1,4,0.009521788975200918,0,3,0.15942028985507245,2,11.04,0.08,3.0,728,1,0
26,1,1,0.007891261859484933,6,0,0.3043478260869565,5,6.13,0.17,4.0,699,0,0
35,1,1,0.031490389093708875,11,0,0.15840579710144925,5,7.01,0.03,11.0,654,0,0
25,1,4,0.0038351032134230426,5,3,0.13043478260869565,1,8.81,0.14,4.0,632,1,0
34,0,1,0.006861894297687427,13,0,0.15942028985507245,5,8.76,0.1,6.0,677,0,0
38,1,1,0.013793719968090163,13,0,0.42028985507246375,5,10.39,0.14,14.0,644,1,0
23,1,0,0.00822896226569862,0,0,0.04718840579710144,1,7.67,0.03,4.0,602,1,0
34,0,1,0.02205396366293579,8,0,0.7101449275362319,3,11.12,0.15,6.0,675,1,0
25,1,4,0.012710270291011832,0,3,0.25669565217391305,4,7.57,0.09,3.0,648,0,0
23,1,3,0.009206055083677129,0,0,0.0457391304347826,3,7.7,0.03,4.0,603,0,0
30,1,4,0.005733399362637406,7,3,0.263768115942029,5,13.38,0.19,6.0,672,0,0
33,1,0,0.009866162752965967,8,3,0.34350724637681157,1,12.26,0.16,8.0,688,0,0
28,0,0,0.002416455644462784,2,3,0.10144927536231883,4,10.98,0.16,9.0,630,1,0
25,0,0,0.013062290640346148,3,3,0.17391304347826086,5,11.52,0.06,4.0,632,1,0
49,1,3,0.005966550281213097,27,3,0.21739130434782605,3,7.4,0.16,15.0,711,0,0
24,1,0,0.0128109269785782,3,3,0.27188405797101445,3,9.37,0.1,4.0,622,1,0
23,1,4,0.006056362740008503,1,2,0.3333333333333333,1,11.51,0.23,4.0,649,0,0
25,1,1,0.007601526311296656,6,0,0.10484057971014493,4,8.6,0.07,5.0,616,1,0
28,0,3,0.01569841143170791,7,3,0.5072463768115942,3,13.91,0.15,9.0,501,1,0
31,1,0,0.004665520885845585,6,3,0.15217391304347824,3,10.87,0.14,9.0,665,0,0
27,1,3,0.01882530308924272,0,0,0.42028985507246375,2,12.53,0.1,4.0,684,1,0
24,1,1,0.014321333406369678,0,3,0.17391304347826086,5,8.63,0.06,3.0,676,1,0
31,0,4,0.005148645180449357,7,3,0.2753623188405797,1,7.93,0.22,7.0,703,1,0
26,0,1,0.0078863958593954,4,3,0.18260869565217389,1,9.91,0.11,4.0,646,0,0
23,0,3,0.012243412339564502,0,0,0.2753623188405797,3,7.54,0.1,2.0,615,1,0
27,1,1,0.007568715567835796,5,0,0.3333333333333333,0,7.3,0.19,5.0,645,1,0
29,1,0,0.009026569194660303,6,0,0.2333333333333333,3,7.58,0.12,8.0,662,1,0
24,1,3,0.01024487658850573,4,0,0.15942028985507245,0,9.36,0.07,3.0,582,0,0
25,1,1,0.007379914764361862,2,0,0.2753623188405797,5,8.6,0.16,3.0,593,1,0
32,1,0,0.012354774227327846,10,0,0.20289855072463767,1,6.04,0.08,10.0,601,0,0
34,1,3,0.011537981355156001,11,0,0.14371014492753623,4,12.79,0.06,11.0,606,1,0
25,0,1,0.009190622911964605,0,3,0.20394202898550723,2,10.61,0.1,5.0,652,1,0
24,0,4,0.01104929591759276,2,3,0.2753623188405797,3,7.64,0.11,3.0,638,0,0
23,0,1,0.009863243152912246,3,0,0.18840579710144925,3,7.31,0.09,4.0,643,1,0
26,1,1,0.013711832138011998,6,0,0.2753623188405797,1,7.51,0.09,4.0,652,1,0
25,1,0,0.009873114181665301,1,0,0.30414492753623185,2,10.93,0.14,2.0,637,1,0
23,0,1,0.006151736341763378,0,0,0.266695652173913,0,11.87,0.19,2.0,574,0,0
22,0,3,0.011554525755460418,1,0,0.5579130434782609,5,14.75,0.22,3.0,680,1,0
24,0,1,0.009332293028857049,0,3,0.2753623188405797,1,14.12,0.13,3.0,681,0,0
31,1,2,0.0066283262933897755,11,3,0.10144927536231883,3,11.83,0.07,8.0,745,1,0
26,0,3,0.029087558249496787,7,0,0.5072463768115942,3,16.45,0.08,6.0,592,0,0
34,1,3,0.010721188482984154,12,0,0.3913043478260869,5,15.92,0.16,6.0,636,1,0
27,0,4,0.004913547861837853,4,0,0.3333333333333333,5,7.83,0.28,7.0,691,0,0
34,0,0,0.005922200166111341,12,3,0.2753623188405797,3,13.47,0.2,6.0,615,0,0
25,0,0,0.008355478268026515,1,0,0.15942028985507245,3,10.59,0.09,3.0,642,1,0
32,1,3,0.010857575514065104,12,0,0.3913043478260869,3,6.99,0.16,8.0,635,1,0
27,0,3,0.0053573270700033905,6,3,0.028985507246376812,5,11.94,0.03,6.0,632,1,0
26,1,1,0.010254747617258786,2,0,0.014492753623188404,1,8.2,0.01,6.0,683,1,0
24,1,3,0.006076382854662588,5,3,0.3333333333333333,1,8.55,0.23,4.0,449,1,0
38,1,3,0.027392104789729015,12,0,0.14115942028985506,1,11.01,0.03,13.0,728,0,0
23,1,0,0.01572246337500761,0,0,0.42028985507246375,1,7.57,0.12,3.0,625,0,0
24,1,1,0.005669724275751499,1,0,0.2753623188405797,1,6.6,0.2,4.0,626,0,0
24,1,3,0.025730713330587983,1,0,0.9999999999999999,5,15.1,0.18,3.0,642,0,0
31,0,3,0.028252413605558697,6,0,0.6873623188405797,5,11.01,0.11,8.0,606,1,0
24,1,1,0.008032097804933457,0,0,0.2753623188405797,4,10.37,0.15,3.0,657,1,0
33,0,1,0.014091936259291627,10,0,0.3333333333333333,3,12.92,0.11,5.0,577,0,0
33,1,1,0.005527219987415134,10,3,0.11594202898550725,2,6.6,0.09,6.0,679,1,0
26,1,3,0.020691483637866156,1,0,0.15942028985507245,0,8.86,0.04,6.0,609,1,0
23,1,0,0.009006827137154191,0,3,0.18840579710144925,1,6.01,0.1,4.0,663,0,0
27,1,4,0.008640347816125257,5,0,0.3393043478260869,0,9.9,0.17,5.0,676,0,0
38,0,0,0.003798538698464541,14,3,0.1417391304347826,0,12.47,0.15,12.0,688,1,0
29,0,4,0.01156745541284118,1,0,0.10084057971014493,2,12.22,0.04,6.0,680,1,0
30,0,1,0.01445466180882292,7,0,0.3623768115942029,3,10.9,0.12,9.0,678,1,0
22,0,0,0.014021865858002332,0,0,0.12498550724637682,1,9.64,0.04,3.0,620,0,0
34,0,3,0.005269739068391771,11,0,0.3333333333333333,4,11.17,0.26,8.0,685,1,0
29,1,3,0.007384919793025382,6,3,0.21739130434782605,3,12.59,0.13,9.0,613,1,0
24,1,1,0.005742853305668502,3,3,0.043478260869565216,4,11.4,0.04,3.0,585,0,0
27,1,1,0.008380225354196148,5,0,0.3333333333333333,1,13.64,0.18,6.0,624,0,0
27,0,1,0.010702697682643925,4,3,0.5072463768115942,2,12.33,0.21,6.0,613,0,0
25,0,4,0.013053392811611,6,0,0.12107246376811594,4,11.76,0.05,2.0,617,1,0
24,1,1,0.005414189756763949,0,3,0.10144927536231883,1,8.39,0.09,3.0,676,1,0
32,1,1,0.019314266583953934,9,0,0.15942028985507245,4,7.51,0.04,6.0,676,0,0
28,1,0,0.014095829059363256,6,0,0.263768115942029,3,13.86,0.09,6.0,662,1,0
32,0,0,0.01205155290746286,8,0,0.21739130434782605,1,9.75,0.08,7.0,675,1,0
23,1,3,0.018526530683745306,1,0,0.3043768115942029,4,6.93,0.08,5.0,597,1,0
45,1,0,0.018858669946999525,26,0,0.13043478260869565,0,11.49,0.03,13.0,686,1,0
41,1,2,0.012290125940424033,19,0,0.4492753623188405,4,8.55,0.17,12.0,681,0,0
22,1,0,0.006367369660016746,0,0,0.19942028985507246,3,7.91,0.14,3.0,594,1,0
26,0,3,0.019872327279936534,2,0,0.15942028985507245,4,10.68,0.04,3.0,659,1,0
22,0,4,0.006713411780669634,0,0,0.10144927536231883,4,10.37,0.07,2.0,674,1,0
